id,osm_id,name,dtype,distance,people_local,people_total
19,774,Набережная (вместе),car,250,0,0
19,774,Набережная (вместе),car,27250,0,1152758
14,25642999,Первомайский сквер,direct,17750,0,1040299
14,25642999,Первомайский сквер,direct,18250,0,1040299
14,25642999,Первомайский сквер,direct,22500,0,1135365
14,25642999,Первомайский сквер,direct,17500,0,1040299
14,25642999,Первомайский сквер,direct,25750,0,1153603
14,25642999,Первомайский сквер,direct,26500,0,1153603
14,25642999,Первомайский сквер,direct,26000,0,1153603
14,25642999,Первомайский сквер,direct,25500,0,1153603
14,25642999,Первомайский сквер,direct,18000,0,1040299
14,25642999,Первомайский сквер,direct,26250,0,1153603
19,774,Набережная (вместе),car,28000,0,1153599
19,774,Набережная (вместе),car,28250,0,1153599
19,774,Набережная (вместе),car,28500,0,1153599
19,774,Набережная (вместе),car,28750,0,1153599
19,774,Набережная (вместе),car,29500,0,1155198
19,774,Набережная (вместе),car,29750,0,1155198
19,774,Набережная (вместе),car,30000,0,1155198
19,774,Набережная (вместе),car,30250,0,1155198
19,774,Набережная (вместе),car,30500,0,1155198
19,774,Набережная (вместе),car,30750,0,1155198
19,774,Набережная (вместе),car,31000,0,1155198
19,774,Набережная (вместе),car,31250,0,1155198
19,774,Набережная (вместе),car,31500,0,1155198
25,25657738,Берёзовая роща,direct,26250,0,1153603
25,25657738,Берёзовая роща,direct,18000,0,1040299
25,25657738,Берёзовая роща,direct,27250,0,1153603
25,25657738,Берёзовая роща,direct,26750,0,1153603
25,25657738,Берёзовая роща,direct,18500,0,1040299
25,25657738,Берёзовая роща,direct,26500,0,1153603
25,25657738,Берёзовая роща,direct,20000,0,1047514
25,25657738,Берёзовая роща,direct,19000,0,1040299
25,25657738,Берёзовая роща,direct,17500,0,1040299
25,25657738,Берёзовая роща,direct,27500,0,1153603
25,25657738,Берёзовая роща,direct,27750,0,1153603
25,25657738,Берёзовая роща,direct,18250,0,1040299
25,25657738,Берёзовая роща,direct,27000,0,1153603
25,25657738,Берёзовая роща,direct,18750,0,1040299
25,25657738,Берёзовая роща,direct,17750,0,1040299
19,774,Набережная (вместе),car,31750,0,1155198
19,774,Набережная (вместе),car,32000,0,1155198
19,774,Набережная (вместе),car,32250,0,1155198
19,774,Набережная (вместе),car,32500,0,1155198
25,25657738,Берёзовая роща,car,24750,0,1046372
32,591,Ботанический сад СО РАН,direct,250,0,0
32,591,Ботанический сад СО РАН,direct,500,0,0
32,591,Ботанический сад СО РАН,direct,750,0,0
25,25657738,Берёзовая роща,car,32750,0,1153603
25,25657738,Берёзовая роща,car,33000,0,1153603
27,51871600,Павловский сквер,direct,31000,0,1153603
27,51871600,Павловский сквер,direct,21500,0,1040303
27,51871600,Павловский сквер,direct,21000,0,1040303
27,51871600,Павловский сквер,direct,30500,0,1153603
27,51871600,Павловский сквер,direct,21750,0,1040303
27,51871600,Павловский сквер,direct,21250,0,1040303
27,51871600,Павловский сквер,direct,29500,0,1153603
27,51871600,Павловский сквер,direct,19750,0,1040180
27,51871600,Павловский сквер,direct,30000,0,1153603
32,591,Ботанический сад СО РАН,direct,11000,0,115022
27,51871600,Павловский сквер,direct,30250,0,1153603
27,51871600,Павловский сквер,direct,19500,0,1040180
32,591,Ботанический сад СО РАН,direct,6500,0,71226
27,51871600,Павловский сквер,direct,20750,0,1040303
27,51871600,Павловский сквер,direct,29750,0,1153603
32,591,Ботанический сад СО РАН,direct,6750,0,71226
32,591,Ботанический сад СО РАН,direct,10750,0,115022
27,51871600,Павловский сквер,direct,30750,0,1153603
32,591,Ботанический сад СО РАН,direct,6000,0,71226
32,591,Ботанический сад СО РАН,direct,4000,0,19833
32,591,Ботанический сад СО РАН,direct,10500,0,115022
32,591,Ботанический сад СО РАН,direct,8500,0,82742
27,51871600,Павловский сквер,direct,18000,0,1027726
27,51871600,Павловский сквер,direct,20500,0,1040303
32,591,Ботанический сад СО РАН,direct,4250,0,19833
27,51871600,Павловский сквер,direct,22000,0,1040303
32,591,Ботанический сад СО РАН,direct,2750,0,19362
32,591,Ботанический сад СО РАН,direct,6250,0,71226
25,25657738,Берёзовая роща,car,33250,0,1153603
25,25657738,Берёзовая роща,car,33500,0,1153603
18,25642909,Центральный парк,car,30500,0,1152762
18,25642909,Центральный парк,car,31000,0,1153603
32,591,Ботанический сад СО РАН,direct,45000,0,1155198
32,591,Ботанический сад СО РАН,direct,41500,0,1155198
32,591,Ботанический сад СО РАН,direct,46000,0,1155198
32,591,Ботанический сад СО РАН,direct,41250,0,1155198
32,591,Ботанический сад СО РАН,direct,42500,0,1155198
32,591,Ботанический сад СО РАН,direct,37000,0,1130168
32,591,Ботанический сад СО РАН,direct,43000,0,1155198
32,591,Ботанический сад СО РАН,direct,41000,0,1155198
32,591,Ботанический сад СО РАН,direct,45250,0,1155198
32,591,Ботанический сад СО РАН,direct,35000,0,1125397
32,591,Ботанический сад СО РАН,direct,37500,0,1130183
32,591,Ботанический сад СО РАН,direct,44500,0,1155198
32,591,Ботанический сад СО РАН,direct,44750,0,1155198
32,591,Ботанический сад СО РАН,direct,43500,0,1155198
32,591,Ботанический сад СО РАН,direct,44000,0,1155198
32,591,Ботанический сад СО РАН,direct,42250,0,1155198
32,591,Ботанический сад СО РАН,direct,45500,0,1155198
32,591,Ботанический сад СО РАН,direct,44250,0,1155198
32,591,Ботанический сад СО РАН,direct,42000,0,1155198
32,591,Ботанический сад СО РАН,direct,46250,0,1155198
32,591,Ботанический сад СО РАН,direct,42750,0,1155198
32,591,Ботанический сад СО РАН,direct,45750,0,1155198
32,591,Ботанический сад СО РАН,direct,43250,0,1155198
32,591,Ботанический сад СО РАН,direct,43750,0,1155198
32,591,Ботанический сад СО РАН,direct,41750,0,1155198
18,25642909,Центральный парк,car,31250,0,1153603
18,25642909,Центральный парк,car,31500,0,1153603
18,25642909,Центральный парк,car,31750,0,1153603
19,774,Набережная (вместе),car,500,202,202
19,774,Набережная (вместе),car,750,819,1021
19,774,Набережная (вместе),car,1000,2152,3173
19,774,Набережная (вместе),car,1250,1316,4489
19,774,Набережная (вместе),car,1500,3226,7715
19,774,Набережная (вместе),car,1750,1475,9190
19,774,Набережная (вместе),car,2000,6891,16016
19,774,Набережная (вместе),car,2250,6922,22776
19,774,Набережная (вместе),car,2500,8052,30822
19,774,Набережная (вместе),car,2750,6436,37258
19,774,Набережная (вместе),car,3000,7494,44752
19,774,Набережная (вместе),car,3250,8023,52775
19,774,Набережная (вместе),car,3500,9658,62433
19,774,Набережная (вместе),car,3750,16580,79013
19,774,Набережная (вместе),car,4000,14348,93361
19,774,Набережная (вместе),car,4250,15081,108442
19,774,Набережная (вместе),car,4500,27774,136190
19,774,Набережная (вместе),car,4750,27032,163222
19,774,Набережная (вместе),car,5000,23809,187031
19,774,Набережная (вместе),car,5250,26954,213859
19,774,Набережная (вместе),car,5500,33124,246983
19,774,Набережная (вместе),car,5750,33620,280603
19,774,Набережная (вместе),car,6000,32994,313597
19,774,Набережная (вместе),car,6250,26333,339786
19,774,Набережная (вместе),car,6500,31383,371169
19,774,Набережная (вместе),car,6750,38889,410058
19,774,Набережная (вместе),car,7000,33656,443573
19,774,Набережная (вместе),car,7250,43838,487411
19,774,Набережная (вместе),car,7500,35943,523318
19,774,Набережная (вместе),car,7750,32542,555860
19,774,Набережная (вместе),car,8000,21842,577504
19,774,Набережная (вместе),car,8250,24085,601589
19,774,Набережная (вместе),car,8500,19402,620974
8,53003964,Тимирязевский сквер,direct,22000,0,1040303
8,53003964,Тимирязевский сквер,direct,26000,0,1135369
8,53003964,Тимирязевский сквер,direct,20500,0,1040303
8,53003964,Тимирязевский сквер,direct,20750,0,1040303
8,53003964,Тимирязевский сквер,direct,29750,0,1153603
8,53003964,Тимирязевский сквер,direct,29250,0,1153603
8,53003964,Тимирязевский сквер,direct,21750,0,1040303
8,53003964,Тимирязевский сквер,direct,29000,0,1153603
8,53003964,Тимирязевский сквер,direct,21250,0,1040303
8,53003964,Тимирязевский сквер,direct,27000,0,1135807
8,53003964,Тимирязевский сквер,direct,29500,0,1153603
8,53003964,Тимирязевский сквер,direct,30000,0,1153603
8,53003964,Тимирязевский сквер,direct,20250,0,1040303
8,53003964,Тимирязевский сквер,direct,30250,0,1153603
8,53003964,Тимирязевский сквер,direct,21500,0,1040303
8,53003964,Тимирязевский сквер,direct,21000,0,1040303
12,-790,Пойма 1й Ельцовки,direct,21000,0,1040303
12,-790,Пойма 1й Ельцовки,direct,20000,0,1040303
12,-790,Пойма 1й Ельцовки,direct,29000,0,1153603
12,-790,Пойма 1й Ельцовки,direct,25750,0,1135392
12,-790,Пойма 1й Ельцовки,direct,29500,0,1153603
12,-790,Пойма 1й Ельцовки,direct,19750,0,1040303
12,-790,Пойма 1й Ельцовки,direct,21250,0,1040303
12,-790,Пойма 1й Ельцовки,direct,20250,0,1040303
12,-790,Пойма 1й Ельцовки,direct,29750,0,1153603
12,-790,Пойма 1й Ельцовки,direct,29250,0,1153603
12,-790,Пойма 1й Ельцовки,direct,28500,0,1153603
12,-790,Пойма 1й Ельцовки,direct,20750,0,1040303
12,-790,Пойма 1й Ельцовки,direct,20500,0,1040303
12,-790,Пойма 1й Ельцовки,direct,28750,0,1153603
19,774,Набережная (вместе),car,8750,13801,634775
19,774,Набережная (вместе),car,9000,15402,650073
19,774,Набережная (вместе),car,9250,17634,667707
19,774,Набережная (вместе),car,9500,24457,692164
19,774,Набережная (вместе),car,9750,20196,712341
19,774,Набережная (вместе),car,10000,26395,738736
19,774,Набережная (вместе),car,10250,30224,768960
19,774,Набережная (вместе),car,10500,27710,796670
19,774,Набережная (вместе),car,10750,24443,821113
19,774,Набережная (вместе),car,11000,17753,838664
19,774,Набережная (вместе),car,11250,17463,855512
19,774,Набережная (вместе),car,11500,9742,865254
19,774,Набережная (вместе),car,11750,14781,880035
19,774,Набережная (вместе),car,12000,16322,896272
19,774,Набережная (вместе),car,12250,8864,905136
19,774,Набережная (вместе),car,12500,8560,913696
19,774,Набережная (вместе),car,12750,7704,921400
19,774,Набережная (вместе),car,13000,7093,928493
19,774,Набережная (вместе),car,13250,6531,935024
19,774,Набережная (вместе),car,13500,6032,941056
19,774,Набережная (вместе),car,13750,7152,948108
19,774,Набережная (вместе),car,14000,5570,953678
19,774,Набережная (вместе),car,14250,6513,960191
19,774,Набережная (вместе),car,14500,9720,969911
19,774,Набережная (вместе),car,14750,7486,976568
19,774,Набережная (вместе),car,15000,11652,988220
19,774,Набережная (вместе),car,15250,6717,994937
19,774,Набережная (вместе),car,15500,4004,998941
19,774,Набережная (вместе),car,15750,2845,1001378
19,774,Набережная (вместе),car,16000,1071,1002449
19,774,Набережная (вместе),car,16250,545,1002994
19,774,Набережная (вместе),car,16500,551,1003545
19,774,Набережная (вместе),car,16750,295,1003840
19,774,Набережная (вместе),car,17000,732,1004572
19,774,Набережная (вместе),car,17250,52,1004624
19,774,Набережная (вместе),car,17500,130,1004754
19,774,Набережная (вместе),car,17750,93,1004847
19,774,Набережная (вместе),car,18000,1095,1005942
19,774,Набережная (вместе),car,18250,1416,1007358
19,774,Набережная (вместе),car,18500,1070,1008428
19,774,Набережная (вместе),car,18750,3372,1011800
19,774,Набережная (вместе),car,19000,2281,1014081
19,774,Набережная (вместе),car,19250,2776,1016857
19,774,Набережная (вместе),car,19500,2316,1019173
19,774,Набережная (вместе),car,19750,3008,1022181
19,774,Набережная (вместе),car,20000,2547,1024728
19,774,Набережная (вместе),car,20250,2189,1026917
17,59547865,сквер Героев Революции,direct,26250,0,1153603
28,290224818,У моря обского,direct,3750,0,32157
17,59547865,сквер Героев Революции,direct,23250,0,1135807
17,59547865,сквер Героев Революции,direct,25500,0,1153603
17,59547865,сквер Героев Революции,direct,18000,0,1040299
17,59547865,сквер Героев Революции,direct,22250,0,1135365
28,290224818,У моря обского,direct,2500,0,32157
28,290224818,У моря обского,direct,5750,0,46864
17,59547865,сквер Героев Революции,direct,26000,0,1153603
28,290224818,У моря обского,direct,3500,0,32157
28,290224818,У моря обского,direct,2250,0,32157
28,290224818,У моря обского,direct,3250,0,32157
28,290224818,У моря обского,direct,6500,0,46864
17,59547865,сквер Героев Революции,direct,17750,0,1040299
17,59547865,сквер Героев Революции,direct,26500,0,1153603
28,290224818,У моря обского,direct,6250,0,46864
17,59547865,сквер Героев Революции,direct,18250,0,1040299
28,290224818,У моря обского,direct,2750,0,32157
28,290224818,У моря обского,direct,3000,0,32157
17,59547865,сквер Героев Революции,direct,17500,0,1040299
17,59547865,сквер Героев Революции,direct,25750,0,1153603
28,290224818,У моря обского,direct,4000,0,32157
28,290224818,У моря обского,direct,6000,0,46864
17,59547865,сквер Героев Революции,direct,25250,0,1153603
19,774,Набережная (вместе),car,20500,6063,1032980
19,774,Набережная (вместе),car,20750,5520,1038500
19,774,Набережная (вместе),car,21000,5116,1043616
19,774,Набережная (вместе),car,21250,1940,1045556
19,774,Набережная (вместе),car,21500,3938,1049494
19,774,Набережная (вместе),car,21750,6559,1055953
19,774,Набережная (вместе),car,22000,3930,1059883
19,774,Набережная (вместе),car,22250,356,1060239
19,774,Набережная (вместе),car,22500,594,1060833
19,774,Набережная (вместе),car,22750,2267,1063100
19,774,Набережная (вместе),car,23000,3740,1066654
19,774,Набережная (вместе),car,23250,5244,1071898
19,774,Набережная (вместе),car,23500,6532,1078430
19,774,Набережная (вместе),car,23750,8172,1086602
19,774,Набережная (вместе),car,24000,11233,1097835
19,774,Набережная (вместе),car,24250,6491,1104326
19,774,Набережная (вместе),car,24500,13376,1117702
19,774,Набережная (вместе),car,24750,9799,1127501
19,774,Набережная (вместе),car,25000,2733,1130234
19,774,Набережная (вместе),car,25250,3093,1133327
19,774,Набережная (вместе),car,25500,2594,1135921
19,774,Набережная (вместе),car,25750,1658,1137579
19,774,Набережная (вместе),car,26000,4849,1142320
19,774,Набережная (вместе),car,26250,4875,1147195
19,774,Набережная (вместе),car,26500,3104,1150299
19,774,Набережная (вместе),car,26750,1243,1151542
19,774,Набережная (вместе),car,27000,1216,1152758
19,774,Набережная (вместе),car,27500,153,1152911
19,774,Набережная (вместе),car,27750,688,1153599
19,774,Набережная (вместе),car,29000,1102,1154701
19,774,Набережная (вместе),car,29250,497,1155198
25,25657738,Берёзовая роща,car,250,751,751
25,25657738,Берёзовая роща,car,500,3206,3957
25,25657738,Берёзовая роща,car,750,5120,9077
25,25657738,Берёзовая роща,car,1000,11063,20140
25,25657738,Берёзовая роща,car,1250,11950,32090
25,25657738,Берёзовая роща,car,1500,7969,40059
25,25657738,Берёзовая роща,car,1750,12903,52962
25,25657738,Берёзовая роща,car,2000,13726,66688
25,25657738,Берёзовая роща,car,2250,10549,77092
25,25657738,Берёзовая роща,car,2500,12111,89203
25,25657738,Берёзовая роща,car,2750,19559,108483
25,25657738,Берёзовая роща,car,3000,21294,129729
25,25657738,Берёзовая роща,car,3250,26308,156037
25,25657738,Берёзовая роща,car,3500,28264,184106
25,25657738,Берёзовая роща,car,3750,23194,207300
25,25657738,Берёзовая роща,car,4000,26457,233399
25,25657738,Берёзовая роща,car,4250,21755,254919
25,25657738,Берёзовая роща,car,4500,25909,280675
25,25657738,Берёзовая роща,car,4750,32119,312738
25,25657738,Берёзовая роща,car,5000,26072,338409
25,25657738,Берёзовая роща,car,5250,33950,372359
25,25657738,Берёзовая роща,car,5500,26110,398469
25,25657738,Берёзовая роща,car,5750,25061,423530
25,25657738,Берёзовая роща,car,6000,19292,442642
25,25657738,Берёзовая роща,car,6250,19040,461643
25,25657738,Берёзовая роща,car,6500,14804,476286
25,25657738,Берёзовая роща,car,6750,6010,482296
25,25657738,Берёзовая роща,car,7000,4538,486834
25,25657738,Берёзовая роща,car,7250,4844,491632
25,25657738,Берёзовая роща,car,7500,2615,494247
25,25657738,Берёзовая роща,car,7750,1620,495842
25,25657738,Берёзовая роща,car,8000,4049,499517
25,25657738,Берёзовая роща,car,8250,2607,502124
25,25657738,Берёзовая роща,car,8500,5651,507768
25,25657738,Берёзовая роща,car,8750,6942,514710
25,25657738,Берёзовая роща,car,9000,9033,523743
25,25657738,Берёзовая роща,car,9250,7267,531010
25,25657738,Берёзовая роща,car,9500,13280,544290
25,25657738,Берёзовая роща,car,9750,18023,562313
25,25657738,Берёзовая роща,car,10000,23280,585593
25,25657738,Берёзовая роща,car,10250,34830,620423
25,25657738,Берёзовая роща,car,10500,22335,642233
25,25657738,Берёзовая роща,car,10750,32234,674032
25,25657738,Берёзовая роща,car,11000,30723,704491
25,25657738,Берёзовая роща,car,11250,28389,732880
25,25657738,Берёзовая роща,car,11500,16810,749645
25,25657738,Берёзовая роща,car,11750,8279,757924
25,25657738,Берёзовая роща,car,12000,6801,764725
25,25657738,Берёзовая роща,car,12250,7197,771922
25,25657738,Берёзовая роща,car,12500,6027,777949
25,25657738,Берёзовая роща,car,12750,10061,787864
25,25657738,Берёзовая роща,car,13000,12299,800119
25,25657738,Берёзовая роща,car,13250,12183,812302
25,25657738,Берёзовая роща,car,13500,17052,829328
25,25657738,Берёзовая роща,car,13750,7830,837158
25,25657738,Берёзовая роща,car,14000,12455,849613
25,25657738,Берёзовая роща,car,14250,7471,857084
25,25657738,Берёзовая роща,car,14500,5661,862745
25,25657738,Берёзовая роща,car,14750,6957,869702
25,25657738,Берёзовая роща,car,15000,6916,876618
25,25657738,Берёзовая роща,car,15250,11924,888542
25,25657738,Берёзовая роща,car,15500,11372,899914
25,25657738,Берёзовая роща,car,15750,10848,910762
25,25657738,Берёзовая роща,car,16000,14490,925252
25,25657738,Берёзовая роща,car,16250,15781,941033
25,25657738,Берёзовая роща,car,16500,12091,953124
25,25657738,Берёзовая роща,car,16750,11027,964151
25,25657738,Берёзовая роща,car,17000,9960,974089
25,25657738,Берёзовая роща,car,17250,8836,982925
25,25657738,Берёзовая роща,car,17500,8995,991575
25,25657738,Берёзовая роща,car,17750,3933,995508
25,25657738,Берёзовая роща,car,18000,2068,997576
28,290224818,У моря обского,direct,38500,0,1155198
28,290224818,У моря обского,direct,41000,0,1155198
28,290224818,У моря обского,direct,38750,0,1155198
28,290224818,У моря обского,direct,26750,0,1050591
28,290224818,У моря обского,direct,38000,0,1155198
28,290224818,У моря обского,direct,37000,0,1155198
28,290224818,У моря обского,direct,39500,0,1155198
28,290224818,У моря обского,direct,41250,0,1155198
28,290224818,У моря обского,direct,40250,0,1155198
28,290224818,У моря обского,direct,39000,0,1155198
28,290224818,У моря обского,direct,41500,0,1155198
28,290224818,У моря обского,direct,33000,0,1130183
28,290224818,У моря обского,direct,39750,0,1155198
28,290224818,У моря обского,direct,40000,0,1155198
28,290224818,У моря обского,direct,32500,0,1130183
28,290224818,У моря обского,direct,37500,0,1155198
28,290224818,У моря обского,direct,39250,0,1155198
28,290224818,У моря обского,direct,41750,0,1155198
28,290224818,У моря обского,direct,38250,0,1155198
28,290224818,У моря обского,direct,35250,0,1142400
28,290224818,У моря обского,direct,30000,0,1125277
28,290224818,У моря обского,direct,40750,0,1155198
28,290224818,У моря обского,direct,37250,0,1155198
28,290224818,У моря обского,direct,33250,0,1130183
28,290224818,У моря обского,direct,32750,0,1130183
28,290224818,У моря обского,direct,37750,0,1155198
28,290224818,У моря обского,direct,40500,0,1155198
28,290224818,У моря обского,direct,42000,0,1155198
28,290224818,У моря обского,direct,32250,0,1130183
28,290224818,У моря обского,direct,42250,0,1155198
25,25657738,Берёзовая роща,car,18250,1533,999109
25,25657738,Берёзовая роща,car,18500,1681,1000790
25,25657738,Берёзовая роща,car,18750,1820,1002610
25,25657738,Берёзовая роща,car,19000,1728,1004338
25,25657738,Берёзовая роща,car,19250,4293,1008631
25,25657738,Берёзовая роща,car,19500,4996,1013627
25,25657738,Берёзовая роща,car,19750,5557,1019184
25,25657738,Берёзовая роща,car,20000,3254,1022438
25,25657738,Берёзовая роща,car,20250,3175,1025613
25,25657738,Берёзовая роща,car,20500,1598,1027211
25,25657738,Берёзовая роща,car,20750,388,1027599
25,25657738,Берёзовая роща,car,21000,126,1027725
25,25657738,Берёзовая роща,car,21250,722,1028447
25,25657738,Берёзовая роща,car,21500,528,1028975
25,25657738,Берёзовая роща,car,21750,726,1029701
25,25657738,Берёзовая роща,car,22000,6,1029707
25,25657738,Берёзовая роща,car,22250,17,1029724
25,25657738,Берёзовая роща,car,22500,119,1029840
25,25657738,Берёзовая роща,car,22750,729,1030569
25,25657738,Берёзовая роща,car,23000,1804,1032373
25,25657738,Берёзовая роща,car,23250,651,1033024
25,25657738,Берёзовая роща,car,23500,3290,1036314
25,25657738,Берёзовая роща,car,23750,2584,1038898
25,25657738,Берёзовая роща,car,24000,2974,1041872
25,25657738,Берёзовая роща,car,24250,1987,1043859
25,25657738,Берёзовая роща,car,24500,2513,1046372
25,25657738,Берёзовая роща,car,25000,509,1046881
25,25657738,Берёзовая роща,car,25250,3805,1050686
25,25657738,Берёзовая роща,car,25500,3489,1054175
25,25657738,Берёзовая роща,car,25750,6642,1060817
25,25657738,Берёзовая роща,car,26000,3526,1064343
25,25657738,Берёзовая роща,car,26250,2956,1067299
25,25657738,Берёзовая роща,car,26500,2366,1069665
25,25657738,Берёзовая роща,car,26750,2792,1072457
25,25657738,Берёзовая роща,car,27000,6069,1078526
25,25657738,Берёзовая роща,car,27250,5271,1083450
25,25657738,Берёзовая роща,car,27500,2393,1085843
25,25657738,Берёзовая роща,car,27750,1460,1087303
25,25657738,Берёзовая роща,car,28000,2657,1089960
25,25657738,Берёзовая роща,car,28250,2799,1092759
25,25657738,Берёзовая роща,car,28500,4656,1097415
25,25657738,Берёзовая роща,car,28750,4108,1101523
25,25657738,Берёзовая роща,car,29000,4868,1106391
25,25657738,Берёзовая роща,car,29250,9655,1116046
25,25657738,Берёзовая роща,car,29500,9799,1125845
25,25657738,Берёзовая роща,car,29750,4083,1129928
25,25657738,Берёзовая роща,car,30000,2943,1132871
25,25657738,Берёзовая роща,car,30250,3054,1135925
25,25657738,Берёзовая роща,car,30500,1110,1137035
25,25657738,Берёзовая роща,car,30750,3921,1140956
25,25657738,Берёзовая роща,car,31000,5560,1146516
25,25657738,Берёзовая роща,car,31250,3070,1149586
25,25657738,Берёзовая роща,car,31500,1784,1151370
25,25657738,Берёзовая роща,car,31750,1242,1152612
25,25657738,Берёзовая роща,car,32000,150,1152762
25,25657738,Берёзовая роща,car,32250,153,1152915
25,25657738,Берёзовая роща,car,32500,688,1153603
25,25657738,Берёзовая роща,car,33750,894,1154497
18,25642909,Центральный парк,car,250,98,98
18,25642909,Центральный парк,car,500,830,928
18,25642909,Центральный парк,car,750,2460,3388
18,25642909,Центральный парк,car,1000,1328,4716
15,-968,Бугринская роща,direct,250,0,0
15,-968,Бугринская роща,direct,500,0,0
15,-968,Бугринская роща,direct,750,0,0
18,25642909,Центральный парк,car,1250,4715,9351
18,25642909,Центральный парк,car,1500,5836,15187
18,25642909,Центральный парк,car,1750,8838,24025
18,25642909,Центральный парк,car,2000,8870,32895
18,25642909,Центральный парк,car,2250,16230,49125
18,25642909,Центральный парк,car,2500,23162,72287
18,25642909,Центральный парк,car,2750,18064,90351
18,25642909,Центральный парк,car,3000,15157,105232
18,25642909,Центральный парк,car,3250,11696,116928
18,25642909,Центральный парк,car,3500,17733,134661
18,25642909,Центральный парк,car,3750,19147,153371
18,25642909,Центральный парк,car,4000,27187,180558
18,25642909,Центральный парк,car,4250,36459,217017
18,25642909,Центральный парк,car,4500,37187,254050
18,25642909,Центральный парк,car,4750,40815,294865
18,25642909,Центральный парк,car,5000,25559,320424
18,25642909,Центральный парк,car,5250,18889,339178
18,25642909,Центральный парк,car,5500,14919,354097
18,25642909,Центральный парк,car,5750,12131,366228
18,25642909,Центральный парк,car,6000,8069,374277
18,25642909,Центральный парк,car,6250,17488,391728
18,25642909,Центральный парк,car,6500,12921,403513
18,25642909,Центральный парк,car,6750,14902,418352
18,25642909,Центральный парк,car,7000,13243,431595
18,25642909,Центральный парк,car,7250,18411,449931
18,25642909,Центральный парк,car,7500,27978,477909
18,25642909,Центральный парк,car,7750,29047,506956
18,25642909,Центральный парк,car,8000,24884,531734
18,25642909,Центральный парк,car,8250,26851,558458
18,25642909,Центральный парк,car,8500,25762,584055
18,25642909,Центральный парк,car,8750,26569,610624
18,25642909,Центральный парк,car,9000,29743,640211
18,25642909,Центральный парк,car,9250,19171,659382
18,25642909,Центральный парк,car,9500,15188,674570
18,25642909,Центральный парк,car,9750,15934,690476
18,25642909,Центральный парк,car,10000,11085,701465
18,25642909,Центральный парк,car,10250,13138,714156
18,25642909,Центральный парк,car,10500,10329,724485
18,25642909,Центральный парк,car,10750,13287,737772
18,25642909,Центральный парк,car,11000,17850,755622
18,25642909,Центральный парк,car,11250,18628,774076
18,25642909,Центральный парк,car,11500,19656,793732
18,25642909,Центральный парк,car,11750,18453,811986
18,25642909,Центральный парк,car,12000,18367,830353
18,25642909,Центральный парк,car,12250,18311,848664
18,25642909,Центральный парк,car,12500,14142,862598
18,25642909,Центральный парк,car,12750,7579,870177
18,25642909,Центральный парк,car,13000,14567,884744
18,25642909,Центральный парк,car,13250,14761,899505
18,25642909,Центральный парк,car,13500,12648,911552
18,25642909,Центральный парк,car,13750,14387,925939
18,25642909,Центральный парк,car,14000,12394,938333
18,25642909,Центральный парк,car,14250,12446,950779
18,25642909,Центральный парк,car,14500,7065,957844
18,25642909,Центральный парк,car,14750,8608,966452
18,25642909,Центральный парк,car,15000,9791,976243
18,25642909,Центральный парк,car,15250,6688,982931
18,25642909,Центральный парк,car,15500,5543,988474
1,25973057,Троицкий сквер,direct,25250,0,1153599
1,25973057,Троицкий сквер,direct,28000,0,1155198
1,25973057,Троицкий сквер,direct,27000,0,1155198
1,25973057,Троицкий сквер,direct,25750,0,1153599
1,25973057,Троицкий сквер,direct,27500,0,1155198
1,25973057,Троицкий сквер,direct,27750,0,1155198
1,25973057,Троицкий сквер,direct,26500,0,1155198
1,25973057,Троицкий сквер,direct,28500,0,1155198
1,25973057,Троицкий сквер,direct,28250,0,1155198
1,25973057,Троицкий сквер,direct,27250,0,1155198
1,25973057,Троицкий сквер,direct,26750,0,1155198
1,25973057,Троицкий сквер,direct,25500,0,1153599
18,25642909,Центральный парк,car,15750,4551,993025
18,25642909,Центральный парк,car,16000,1754,994779
18,25642909,Центральный парк,car,16250,1515,996294
18,25642909,Центральный парк,car,16500,1505,997799
18,25642909,Центральный парк,car,16750,1335,999134
18,25642909,Центральный парк,car,17000,182,999316
18,25642909,Центральный парк,car,17250,271,999587
18,25642909,Центральный парк,car,17500,57,999644
18,25642909,Центральный парк,car,17750,282,999926
18,25642909,Центральный парк,car,18000,522,1000448
18,25642909,Центральный парк,car,18250,1147,1001595
18,25642909,Центральный парк,car,18500,404,1001991
18,25642909,Центральный парк,car,18750,1188,1003179
18,25642909,Центральный парк,car,19000,624,1003803
18,25642909,Центральный парк,car,19250,136,1003939
18,25642909,Центральный парк,car,19500,765,1004704
18,25642909,Центральный парк,car,19750,538,1005242
18,25642909,Центральный парк,car,20000,2095,1007337
18,25642909,Центральный парк,car,20250,1746,1009083
18,25642909,Центральный парк,car,20500,2904,1011987
18,25642909,Центральный парк,car,20750,4849,1016836
18,25642909,Центральный парк,car,21000,3778,1020614
18,25642909,Центральный парк,car,21250,6769,1027383
18,25642909,Центральный парк,car,21500,2637,1030020
18,25642909,Центральный парк,car,21750,6020,1036040
18,25642909,Центральный парк,car,22000,2343,1038383
18,25642909,Центральный парк,car,22250,3489,1041872
18,25642909,Центральный парк,car,22500,1255,1043127
18,25642909,Центральный парк,car,22750,1885,1045012
18,25642909,Центральный парк,car,23000,4865,1049877
18,25642909,Центральный парк,car,23250,2854,1052731
18,25642909,Центральный парк,car,23500,4591,1057010
18,25642909,Центральный парк,car,23750,5898,1062783
