id,osm_id,name,dtype,distance,people_local,people_total
3,-510,Ботсад (город),direct,17500,1017,1021663
17,59547865,сквер Героев Революции,direct,24250,4709,1147510
18,25642909,Центральный парк,direct,21250,5461,1090989
22,-1094,Парк Кирова (Октябрьский р-н),direct,6500,37331,644614
19,774,Набережная (вместе),direct,11750,13829,982418
19,774,Набережная (вместе),direct,2750,13936,78619
2,-512,Заельцовский парк,direct,12750,13256,878091
10,25768832,Нарымский сквер,direct,16000,287,1026148
24,329894924,Сосновый бор,direct,13000,19204,794075
3,-510,Ботсад (город),direct,25750,8425,1109666
16,25642995,Сквер Оперного театра,direct,12500,2668,989889
18,25642909,Центральный парк,direct,7750,22859,713255
15,-968,Бугринская роща,direct,10250,15794,828599
1,25973057,Троицкий сквер,direct,18250,1533,1034710
22,-1094,Парк Кирова (Октябрьский р-н),direct,21750,57,1135803
7,41848759,Парк им.Покрышкина,direct,3500,14253,215311
19,774,Набережная (вместе),direct,14750,2598,1015284
24,329894924,Сосновый бор,direct,14250,18142,893096
2,-512,Заельцовский парк,direct,7750,45111,368937
28,290224818,У моря обского,direct,29750,0,1125277
4,36774872,ПКиО им. Кирова (Ленинский р-н),direct,7000,32620,495311
15,-968,Бугринская роща,direct,13250,9969,966874
26,25658024,Сквер ГПНТБ,direct,11000,7969,991494
5,25692127,Монумент Славы,direct,9750,17835,753284
6,207882123,Сквер им. Гагарина,direct,20750,63,1122619
18,25642909,Центральный парк,direct,12750,2874,990875
19,774,Набережная (вместе),direct,3000,17054,95673
32,591,Ботанический сад СО РАН,direct,17000,18410,167430
24,329894924,Сосновый бор,direct,5500,21809,376578
8,53003964,Тимирязевский сквер,direct,28500,3215,1152625
20,25768888,Сквер театра Глобус,direct,16500,2640,1030141
16,25642995,Сквер Оперного театра,direct,23000,300,1135692
21,-1073,Сквер за оперным,direct,9250,20494,879112
29,53372013,ПКиО им. Ф. Дзержинского,direct,20750,3098,1050616
17,59547865,сквер Героев Революции,direct,15000,3216,1013110
20,25768888,Сквер театра Глобус,direct,19750,1366,1083440
9,53098200,Сквер им. Чаплыгина,direct,6750,17546,483820
25,25657738,Берёзовая роща,direct,11000,13768,876874
2,-512,Заельцовский парк,direct,21250,1205,1029683
10,25768832,Нарымский сквер,direct,22000,1073,1083699
